,index,AT_load_actual_entsoe_power_statistics,AT_load_actual_entsoe_transparency,AT_price_day_ahead,AT_solar_generation_actual,AT_wind_onshore_generation_actual,AT_windspeed_10m,AT_temperature,AT_radiation_direct_horizontal,AT_radiation_diffuse_horizontal
2501,90206,8657.0,7946.0,33.0,225.0,108.0,3.64,12.808,6.2016,166.1193
2502,90207,8761.0,7934.0,32.0,180.0,201.0,3.65,12.013,3.7481,122.0594
2503,90208,8854.0,7964.0,33.0,114.0,240.0,3.51,11.157,1.9088,76.5368
2504,90209,8745.0,8210.0,36.0,61.0,226.0,3.14,10.255,0.72,36.3125
2505,90210,8475.0,7779.0,43.0,18.0,364.0,2.71,9.265,0.1033,6.869
2506,90211,7993.0,7216.0,45.0,2.0,563.0,2.68,8.461,0.0,0.0024
2507,90212,7396.0,7005.0,40.0,0.0,649.0,3.01,7.892,0.0,0.0
2508,90213,7191.0,6263.0,35.0,0.0,742.0,3.34,7.142,0.0,0.0
2509,90214,6679.0,5709.0,28.0,0.0,956.0,3.43,6.254,0.0,0.0
2510,90215,6309.0,5286.0,30.0,0.0,1175.0,3.33,5.404,0.0,0.0
2511,90216,5988.0,5032.0,26.0,0.0,1125.0,3.26,4.571,0.0,0.0
2512,90217,5844.0,4980.0,25.0,0.0,1311.0,3.25,3.8,0.0,0.0
2513,90218,5706.0,4809.0,24.0,0.0,1382.0,3.28,3.177,0.0,0.0
2514,90219,5791.0,4885.0,24.0,0.0,1241.0,3.24,2.677,0.0,0.0
2515,90220,6036.0,5008.0,25.0,0.0,1117.0,3.12,2.221,0.0,0.0
2516,90221,6434.0,5347.0,27.0,5.0,983.0,3.19,2.11,2.4027,17.9655
2517,90222,7096.0,5949.0,29.0,43.0,850.0,3.63,2.898,22.7411,89.7185
2518,90223,7588.0,6416.0,30.0,104.0,692.0,4.18,4.004,79.6345,161.6724
2519,90224,7845.0,6762.0,28.0,178.0,693.0,4.54,5.191,153.1763,215.2415
2520,90225,8069.0,6809.0,28.0,228.0,876.0,4.73,6.019,183.3859,264.4136
2521,90226,8165.0,6789.0,24.0,268.0,1106.0,4.93,6.602,207.6025,299.9756
2522,90227,7788.0,6305.0,22.0,288.0,1143.0,5.07,7.089,234.9325,315.527
2523,90228,7493.0,5992.0,20.0,279.0,1223.0,5.14,7.4,236.0196,316.34
2524,90229,7369.0,5775.0,16.0,277.0,1252.0,5.2,7.487,213.7895,302.8519
2525,90230,7229.0,5854.0,16.0,261.0,1267.0,5.19,7.311,169.1652,273.338
2526,90231,7223.0,5846.0,17.0,233.0,1257.0,5.06,7.021,145.2673,222.6946
2527,90232,7231.0,5911.0,23.0,178.0,1159.0,4.76,6.546,115.032,160.1129
2528,90233,7069.0,6214.0,30.0,103.0,806.0,4.01,5.658,57.2623,96.2679
2529,90234,7085.0,6467.0,33.0,33.0,580.0,2.65,3.626,6.4769,25.2921
2530,90235,7144.0,6624.0,35.0,5.0,414.0,2.36,1.85,0.003,0.031
2531,90236,6687.0,6154.0,35.0,0.0,367.0,2.19,1.164,0.0,0.0
2532,90237,6596.0,6172.0,32.0,0.0,349.0,2.03,0.629,0.0,0.0
2533,90238,6125.0,5523.0,28.0,0.0,349.0,1.96,0.227,0.0,0.0
2534,90239,5759.0,5410.0,26.0,0.0,366.0,1.99,-0.17,0.0,0.0
2535,90240,5514.0,5107.0,24.0,0.0,405.0,2.04,-0.535,0.0,0.0
2536,90241,5456.0,5283.0,21.0,0.0,386.0,2.07,-0.798,0.0,0.0
2537,90242,5341.0,4787.0,20.0,0.0,303.0,2.07,-0.999,0.0,0.0
2538,90243,5363.0,4832.0,20.0,0.0,237.0,2.07,-1.118,0.0,0.0
2539,90244,5529.0,4980.0,19.0,0.0,159.0,2.05,-1.383,0.0,0.0
2540,90245,5637.0,5059.0,20.0,8.0,127.0,1.98,-1.234,12.9873,19.0116
2541,90246,6085.0,5449.0,20.0,64.0,68.0,2.11,1.339,130.7575,53.3331
2542,90247,6379.0,5599.0,17.0,155.0,46.0,2.11,4.064,314.3018,57.4909
2543,90248,6617.0,5991.0,14.0,266.0,32.0,2.23,6.198,482.3954,62.0412
2544,90249,6838.0,6207.0,12.0,365.0,27.0,2.23,7.863,624.6362,65.6384
2545,90250,6880.0,6304.0,11.0,428.0,53.0,2.23,9.21,729.6492,67.5468
2546,90251,6482.0,5980.0,7.0,454.0,78.0,2.19,10.3,789.4581,67.582
2547,90252,6266.0,5861.0,6.0,460.0,24.0,2.15,11.145,793.8094,67.0583
2548,90253,6003.0,5619.0,1.0,444.0,26.0,2.17,11.69,743.9419,65.7043
2549,90254,5834.0,5400.0,0.0,399.0,43.0,2.29,11.865,642.1096,63.9942
2550,90255,5967.0,5569.0,6.0,323.0,78.0,2.47,11.619,498.482,61.707
2551,90256,6272.0,5862.0,11.0,226.0,82.0,2.52,10.973,326.3809,58.8317
2552,90257,6586.0,6296.0,20.0,124.0,47.0,2.02,9.679,145.2368,53.6829
2553,90258,6912.0,6252.0,27.0,38.0,18.0,1.72,6.758,16.7799,23.6142
2554,90259,7063.0,6788.0,34.0,5.0,11.0,1.72,5.411,0.0073,0.0454
2555,90260,6752.0,6398.0,33.0,0.0,29.0,1.47,4.995,0.0,0.0
2556,90261,6651.0,6530.0,32.0,0.0,58.0,1.61,4.242,0.0,0.0
2557,90262,6248.0,6103.0,25.0,0.0,104.0,1.83,3.43,0.0,0.0
2558,90263,5988.0,5658.0,22.0,0.0,126.0,2.04,2.778,0.0,0.0
2559,90264,5744.0,5598.0,22.0,0.0,140.0,2.16,2.427,0.0,0.0
2560,90265,5675.0,5624.0,20.0,0.0,214.0,2.25,2.107,0.0,0.0
2561,90266,5634.0,5226.0,21.0,0.0,353.0,2.37,1.851,0.0,0.0
2562,90267,6106.0,5400.0,22.0,0.0,525.0,2.51,1.623,0.0,0.0
2563,90268,7119.0,6021.0,29.0,0.0,646.0,2.59,1.314,0.0,0.0
2564,90269,8290.0,7174.0,40.0,8.0,792.0,2.72,1.452,9.5943,23.8124
2565,90270,9030.0,8064.0,46.0,60.0,845.0,2.91,3.768,108.1573,67.7662
2566,90271,9124.0,8265.0,46.0,140.0,884.0,3.13,6.529,254.3355,87.3626
2567,90272,9103.0,8069.0,37.0,233.0,940.0,4.06,8.835,409.3367,95.9644
2568,90273,9293.0,8101.0,32.0,316.0,1294.0,4.51,10.329,551.4026,97.8418
2569,90274,9277.0,8117.0,31.0,384.0,1589.0,4.86,11.671,676.5098,91.854
2570,90275,8999.0,7803.0,29.0,421.0,1707.0,5.21,12.805,751.1447,86.3873
2571,90276,8896.0,7595.0,26.0,432.0,1782.0,5.53,13.622,760.7614,83.8205
2572,90277,8770.0,7353.0,25.0,416.0,1840.0,5.78,14.1,717.4473,80.3525
2573,90278,8684.0,7189.0,26.0,374.0,1926.0,5.98,14.192,624.2298,76.0743
2574,90279,8585.0,7179.0,26.0,303.0,1945.0,6.0,13.869,484.2757,72.5944
2575,90280,8536.0,7150.0,32.0,213.0,1917.0,5.72,13.184,314.5952,69.0981
2576,90281,8472.0,7113.0,36.0,119.0,1771.0,4.81,11.876,133.0652,63.6546
2577,90282,8444.0,7174.0,39.0,37.0,1584.0,3.88,9.252,14.9282,26.4879
2578,90283,8359.0,7388.0,44.0,5.0,1275.0,3.76,7.355,0.0098,0.0668
2579,90284,7743.0,6942.0,40.0,0.0,1120.0,3.65,6.74,0.0,0.0
2580,90285,7362.0,6829.0,36.0,0.0,1079.0,3.49,6.219,0.0,0.0
2581,90286,6844.0,6227.0,30.0,0.0,1338.0,3.27,5.591,0.0,0.0
2582,90287,6471.0,5639.0,32.0,0.0,1403.0,3.15,4.922,0.0,0.0
2583,90288,6233.0,5359.0,29.0,0.0,1317.0,3.02,4.125,0.0,0.0
2584,90289,6073.0,5357.0,28.0,0.0,1032.0,3.0,3.41,0.0,0.0
2585,90290,5974.0,5243.0,26.0,0.0,1005.0,2.97,2.796,0.0,0.0
2586,90291,6317.0,5403.0,27.0,0.0,1074.0,2.96,2.337,0.0,0.0
2587,90292,7264.0,6196.0,32.0,0.0,915.0,2.89,1.93,0.0,0.0002
2588,90293,8455.0,7288.0,40.0,9.0,784.0,3.03,2.143,16.8524,23.1772
2589,90294,9077.0,8080.0,47.0,64.0,820.0,3.21,4.73,148.3594,50.644
2590,90295,9185.0,8195.0,41.0,152.0,728.0,3.78,7.61,327.4762,57.1953
2591,90296,9172.0,7388.0,33.0,256.0,869.0,4.37,9.925,481.9888,66.4324
2592,90297,9256.0,7858.0,29.0,354.0,1074.0,4.76,11.759,623.3475,70.3417
2593,90298,9347.0,7693.0,26.0,427.0,1163.0,5.06,13.235,735.221,70.2947
2594,90299,9034.0,7455.0,23.0,462.0,1494.0,5.28,14.421,792.0472,70.9597
2595,90300,9052.0,7222.0,20.0,465.0,1801.0,5.49,15.34,794.7101,70.9847
2596,90301,8934.0,7042.0,19.0,436.0,1864.0,5.74,15.916,744.62,69.7075
2597,90302,8727.0,6914.0,20.0,379.0,1836.0,5.98,16.093,644.6004,67.5241
2598,90303,8552.0,6698.0,22.0,306.0,1919.0,6.07,15.856,503.4238,64.5172
2599,90304,8602.0,6806.0,25.0,217.0,1936.0,5.73,15.246,333.7614,60.6887
2600,90305,8529.0,6671.0,32.0,120.0,1784.0,4.75,13.872,155.4475,54.1868
2601,90306,8401.0,6731.0,38.0,36.0,1543.0,4.19,11.072,22.0309,25.8366
2602,90307,8486.0,7231.0,43.0,4.0,1682.0,4.24,9.14,0.0193,0.0967
2603,90308,7795.0,6691.0,38.0,0.0,1701.0,4.12,8.376,0.0,0.0
2604,90309,7444.0,6214.0,34.0,0.0,1725.0,3.97,7.651,0.0,0.0
2605,90310,6871.0,5871.0,29.0,0.0,1795.0,3.86,6.989,0.0,0.0
2606,90311,6441.0,5790.0,25.0,0.0,1708.0,3.84,6.452,0.0,0.0
2607,90312,6232.0,5413.0,23.0,0.0,1560.0,3.73,5.95,0.0,0.0
2608,90313,6113.0,5456.0,24.0,0.0,1476.0,3.45,5.429,0.0,0.0
2609,90314,5937.0,5139.0,22.0,0.0,1167.0,3.29,4.89,0.0,0.0
2610,90315,6356.0,5346.0,23.0,0.0,1028.0,3.2,4.362,0.0,0.0
2611,90316,7193.0,6501.0,28.0,0.0,839.0,3.04,3.899,0.0001,0.0016
2612,90317,8329.0,7360.0,39.0,11.0,646.0,2.9,4.103,17.6294,25.2204
2613,90318,8942.0,8522.0,46.0,70.0,503.0,2.9,6.929,142.7181,56.7501
2614,90319,8981.0,8397.0,47.0,162.0,319.0,2.78,9.967,307.5059,68.8034
2615,90320,9039.0,8242.0,42.0,270.0,265.0,2.9,12.639,463.4989,77.9348
2616,90321,9096.0,7851.0,37.0,364.0,277.0,2.99,14.444,593.19,85.6822
2617,90322,9210.0,7855.0,34.0,429.0,273.0,2.98,15.638,675.9733,95.1037
2618,90323,8864.0,7598.0,32.0,459.0,282.0,2.85,16.471,688.6901,110.7897
2619,90324,8839.0,7631.0,31.0,457.0,206.0,2.64,17.039,662.0134,121.7468
2620,90325,8725.0,7549.0,30.0,426.0,154.0,2.44,17.363,613.4791,120.832
2621,90326,8590.0,7434.0,30.0,374.0,89.0,2.33,17.403,544.0253,109.033
2622,90327,8470.0,7342.0,31.0,301.0,82.0,2.24,17.079,427.0401,98.7536
2623,90328,8432.0,7133.0,36.0,209.0,104.0,2.18,16.384,267.9371,92.7429
2624,90329,8370.0,7407.0,42.0,114.0,76.0,1.99,14.825,108.4518,78.3032
2625,90330,8344.0,7350.0,47.0,36.0,69.0,2.22,11.393,14.1594,29.9382
2626,90331,8238.0,7498.0,48.0,5.0,93.0,2.66,9.19,0.0196,0.1287
2627,90332,7628.0,7236.0,45.0,0.0,138.0,2.71,8.381,0.0,0.0
2628,90333,7265.0,6846.0,40.0,0.0,131.0,2.58,7.47,0.0,0.0
2629,90334,6715.0,6027.0,32.0,0.0,138.0,2.38,6.709,0.0,0.0
2630,90335,6319.0,5784.0,32.0,0.0,145.0,2.22,6.084,0.0,0.0
2631,90336,6028.0,5420.0,30.0,0.0,132.0,2.1,5.609,0.0,0.0
2632,90337,5947.0,5376.0,26.0,0.0,162.0,1.91,5.126,0.0,0.0
2633,90338,5855.0,5183.0,24.0,0.0,157.0,1.82,4.762,0.0,0.0
2634,90339,6157.0,5346.0,25.0,0.0,167.0,1.76,4.503,0.0,0.0
2635,90340,7239.0,6063.0,28.0,0.0,159.0,1.51,4.283,0.0004,0.0067
2636,90341,8287.0,7119.0,39.0,7.0,116.0,1.25,4.314,5.08,26.9241
2637,90342,9044.0,7985.0,47.0,49.0,60.0,1.37,5.802,50.276,97.3802
2638,90343,9284.0,8117.0,51.0,112.0,22.0,1.25,7.653,170.2485,138.4894
2639,90344,9343.0,8074.0,43.0,188.0,19.0,1.24,9.87,299.4418,159.4425
2640,90345,9604.0,8244.0,35.0,256.0,40.0,1.89,11.726,413.4207,173.152
2641,90346,9560.0,8326.0,32.0,306.0,60.0,2.54,13.058,491.2912,184.638
2642,90347,9363.0,8065.0,30.0,329.0,108.0,3.01,13.971,519.3885,196.068
2643,90348,9241.0,7953.0,29.0,334.0,221.0,3.41,14.582,522.051,197.1754
2644,90349,9250.0,7742.0,29.0,321.0,306.0,3.71,14.808,456.1488,204.08
2645,90350,9056.0,7610.0,29.0,291.0,327.0,3.83,14.633,350.5388,207.3915
2646,90351,9033.0,7494.0,30.0,235.0,372.0,3.79,14.127,222.2022,199.9999
2647,90352,9025.0,7536.0,36.0,165.0,334.0,3.53,13.274,108.8876,167.4659
2648,90353,8911.0,7883.0,44.0,99.0,362.0,2.64,11.761,33.4861,104.857
2649,90354,8720.0,7327.0,49.0,34.0,742.0,2.31,9.36,3.5449,27.9242
2650,90355,8540.0,7138.0,49.0,5.0,1015.0,2.21,7.753,0.014,0.162
2651,90356,7944.0,6722.0,46.0,0.0,964.0,1.89,7.201,0.0,0.0
2652,90357,7534.0,6475.0,40.0,0.0,768.0,1.92,6.629,0.0,0.0
2653,90358,6937.0,5784.0,35.0,0.0,610.0,2.18,6.085,0.0,0.0
2654,90359,6519.0,5856.0,31.0,0.0,597.0,2.33,5.663,0.0,0.0
2655,90360,6253.0,5684.0,28.0,0.0,554.0,2.34,5.259,0.0,0.0
2656,90361,6121.0,5636.0,28.0,0.0,485.0,2.24,4.908,0.0,0.0
2657,90362,6021.0,5520.0,27.0,0.0,416.0,2.27,4.55,0.0,0.0
2658,90363,6283.0,5770.0,27.0,0.0,319.0,2.37,4.28,0.0,0.0
2659,90364,7227.0,6277.0,30.0,0.0,298.0,2.42,4.093,0.0009,0.0166
2660,90365,8310.0,7072.0,39.0,9.0,307.0,2.5,4.313,3.5162,25.0125
2661,90366,9036.0,7876.0,46.0,65.0,360.0,2.51,5.848,52.9479,96.0014
2662,90367,9153.0,8360.0,47.0,150.0,154.0,2.47,8.333,208.5579,119.6962
2663,90368,9084.0,7959.0,40.0,244.0,98.0,2.34,10.7,373.9534,122.3482
2664,90369,9161.0,8064.0,34.0,336.0,58.0,2.28,12.585,517.1005,122.7563
2665,90370,9206.0,8155.0,30.0,405.0,60.0,2.25,13.974,623.3108,122.7066
2666,90371,8878.0,7766.0,28.0,445.0,89.0,2.22,14.996,659.5413,130.5014
2667,90372,8661.0,7521.0,27.0,458.0,104.0,2.24,15.634,630.4912,142.617
2668,90373,8424.0,7334.0,26.0,442.0,105.0,2.26,15.988,576.6352,144.305
2669,90374,8299.0,7150.0,26.0,398.0,106.0,2.17,16.088,494.5457,137.3971
2670,90375,8160.0,7106.0,27.0,324.0,153.0,1.98,15.897,375.4545,127.6524
2671,90376,8220.0,7266.0,33.0,227.0,119.0,1.75,15.41,248.0169,108.6756
2672,90377,8040.0,7124.0,38.0,126.0,86.0,1.32,14.487,109.1291,84.285
2673,90378,7888.0,7100.0,40.0,41.0,84.0,1.29,12.259,17.0803,33.7829
2674,90379,7929.0,7165.0,43.0,6.0,132.0,1.62,10.533,0.038,0.2372
2675,90380,7336.0,6753.0,40.0,0.0,160.0,1.97,9.373,0.0,0.0
2676,90381,7090.0,6365.0,37.0,0.0,182.0,2.26,8.249,0.0,0.0
2677,90382,6546.0,5732.0,30.0,0.0,153.0,2.44,7.322,0.0,0.0
2678,90383,6209.0,5704.0,29.0,0.0,100.0,2.51,6.574,0.0,0.0
2679,90384,5920.0,5439.0,26.0,0.0,97.0,2.56,5.968,0.0,0.0
2680,90385,5747.0,5367.0,24.0,0.0,101.0,2.57,5.448,0.0,0.0
2681,90386,5623.0,5222.0,24.0,0.0,109.0,2.53,4.998,0.0,0.0
2682,90387,5706.0,5214.0,23.0,0.0,79.0,2.49,4.62,0.0,0.0
2683,90388,5947.0,5418.0,24.0,0.0,69.0,2.4,4.307,0.0047,0.0486
2684,90389,6402.0,5596.0,25.0,13.0,112.0,2.15,4.818,15.6405,31.4992
2685,90390,6999.0,6173.0,26.0,72.0,122.0,1.97,7.887,113.9621,77.9448
2686,90391,7326.0,6663.0,30.0,162.0,71.0,1.74,10.395,264.2098,97.1682
2687,90392,7454.0,6758.0,31.0,268.0,71.0,2.08,13.487,409.2567,110.1965
2688,90393,7476.0,6758.0,30.0,363.0,126.0,2.44,15.885,525.4273,122.5681
2689,90394,7544.0,6702.0,29.0,428.0,287.0,2.65,17.509,605.1391,132.9375
2690,90395,7178.0,6377.0,29.0,458.0,470.0,2.78,18.571,645.2108,139.6556
2691,90396,6976.0,6171.0,27.0,453.0,527.0,3.01,19.157,631.6178,146.4788
2692,90397,6816.0,6217.0,25.0,418.0,535.0,3.2,19.32,564.0234,153.7923
2693,90398,6725.0,6169.0,27.0,361.0,526.0,3.29,19.114,452.5231,159.713
2694,90399,6762.0,6211.0,28.0,286.0,526.0,3.29,18.563,306.6001,163.0702
2695,90400,6895.0,6111.0,30.0,198.0,555.0,3.09,17.715,147.622,155.1964
2696,90401,6799.0,6107.0,32.0,110.0,556.0,2.58,16.073,36.6044,106.34
2697,90402,6855.0,6064.0,37.0,35.0,602.0,2.49,13.569,2.5556,27.3022
2698,90403,6969.0,6148.0,38.0,5.0,759.0,2.74,12.117,0.0041,0.1279
2699,90404,6576.0,5830.0,36.0,0.0,815.0,2.68,11.512,0.0,0.0
2700,90405,6400.0,5676.0,33.0,0.0,743.0,2.51,10.899,0.0,0.0
2701,90406,5898.0,5278.0,28.0,0.0,696.0,2.33,10.319,0.0,0.0
2702,90407,5538.0,4988.0,23.0,0.0,526.0,2.14,9.878,0.0,0.0
2703,90408,5251.0,4619.0,20.0,0.0,312.0,1.86,9.518,0.0,0.0
2704,90409,5127.0,4604.0,19.0,0.0,204.0,1.97,9.143,0.0,0.0
2705,90410,4939.0,4376.0,17.0,0.0,122.0,2.22,8.801,0.0,0.0
2706,90411,4988.0,4387.0,17.0,0.0,59.0,2.44,8.529,0.0,0.0
2707,90412,5138.0,4459.0,18.0,0.0,83.0,2.46,8.3,0.0007,0.0321
2708,90413,5333.0,4670.0,18.0,10.0,94.0,2.43,8.507,1.3553,22.4087
2709,90414,5856.0,5186.0,22.0,60.0,73.0,2.49,10.056,16.8087,98.1267
2710,90415,6214.0,5350.0,24.0,130.0,58.0,2.68,12.115,84.4299,176.532
2711,90416,6445.0,5829.0,25.0,213.0,90.0,2.72,14.19,213.2858,210.0195
2712,90417,6682.0,6163.0,25.0,299.0,96.0,2.54,15.673,338.1386,221.4871
2713,90418,6762.0,6200.0,25.0,362.0,107.0,2.4,16.727,405.2109,239.9376
2714,90419,6433.0,5753.0,24.0,404.0,97.0,2.21,17.313,344.7034,288.0329
2715,90420,6185.0,5214.0,21.0,417.0,116.0,2.02,17.695,304.6521,306.5835
2716,90421,6023.0,4981.0,18.0,405.0,82.0,1.8,17.912,269.3276,299.1701
2717,90422,5912.0,4925.0,17.0,367.0,49.0,1.68,17.899,223.1843,274.3261
2718,90423,6020.0,5031.0,20.0,305.0,34.0,1.82,17.59,152.286,237.8586
2719,90424,6242.0,5157.0,24.0,218.0,57.0,2.0,16.974,80.4956,183.7341
2720,90425,6469.0,5354.0,28.0,122.0,129.0,1.89,15.953,31.0456,112.5904
2721,90426,6608.0,5776.0,31.0,40.0,241.0,1.88,13.694,4.5457,35.0083
2722,90427,6839.0,6130.0,31.0,6.0,269.0,2.33,11.706,0.0085,0.2237
2723,90428,6497.0,5832.0,31.0,0.0,220.0,2.55,10.92,0.0,0.0
2724,90429,6377.0,5678.0,29.0,0.0,187.0,2.65,10.293,0.0,0.0
2725,90430,5940.0,5324.0,24.0,0.0,167.0,2.62,9.709,0.0,0.0
2726,90431,5701.0,5032.0,23.0,0.0,251.0,2.57,9.12,0.0,0.0
2727,90432,5494.0,4833.0,21.0,0.0,369.0,2.5,8.509,0.0,0.0
2728,90433,5435.0,4742.0,18.0,0.0,519.0,2.47,7.993,0.0,0.0
2729,90434,5406.0,4579.0,20.0,0.0,666.0,2.47,7.644,0.0,0.0
2730,90435,5766.0,4828.0,20.0,0.0,654.0,2.46,7.403,0.0,0.0
2731,90436,6727.0,5629.0,25.0,0.0,613.0,2.43,7.141,0.0104,0.1358
2732,90437,7953.0,6333.0,34.0,14.0,618.0,2.61,7.698,6.6894,32.5673
2733,90438,8722.0,7508.0,42.0,73.0,594.0,3.04,9.672,58.7412,101.2717
2734,90439,8914.0,7824.0,49.0,157.0,633.0,3.35,11.972,186.4027,136.1819
2735,90440,8952.0,7697.0,46.0,250.0,842.0,3.68,14.684,338.8761,145.9046
2736,90441,9115.0,7632.0,42.0,333.0,1130.0,3.95,16.802,463.6123,154.3063
2737,90442,9136.0,7618.0,39.0,378.0,1312.0,4.19,18.121,515.3073,174.3257
2738,90443,8922.0,7069.0,37.0,395.0,1435.0,4.48,19.014,588.6308,167.1296
2739,90444,8888.0,6998.0,35.0,388.0,1567.0,4.77,19.607,636.9764,149.1431
2740,90445,8835.0,7095.0,33.0,358.0,1632.0,4.91,19.815,584.8176,149.2778
2741,90446,8692.0,7011.0,32.0,320.0,1736.0,4.88,19.658,470.8073,155.1213
2742,90447,8638.0,6746.0,30.0,270.0,1839.0,4.75,19.212,346.7956,148.8826
2743,90448,8618.0,6709.0,30.0,194.0,1839.0,4.53,18.453,205.3858,135.2037
2744,90449,8473.0,6725.0,33.0,114.0,1799.0,4.14,17.119,80.8828,102.7882
2745,90450,8216.0,6682.0,33.0,40.0,1826.0,3.64,14.787,9.0141,38.7186
2746,90451,8294.0,6816.0,31.0,6.0,1719.0,3.58,12.732,0.0088,0.2288
2747,90452,7619.0,6377.0,28.0,0.0,1474.0,3.62,11.715,0.0,0.0
2748,90453,7189.0,6237.0,27.0,0.0,1191.0,3.42,10.751,0.0,0.0
2749,90454,6696.0,5512.0,21.0,0.0,1207.0,3.07,9.921,0.0,0.0
2750,90455,6267.0,5527.0,29.0,0.0,1106.0,2.79,9.29,0.0,0.0
2751,90456,5992.0,5286.0,27.0,0.0,1031.0,2.62,8.769,0.0,0.0
2752,90457,5832.0,5120.0,26.0,0.0,1051.0,2.49,8.325,0.0,0.0
2753,90458,5737.0,5144.0,25.0,0.0,788.0,2.37,7.972,0.0,0.0
2754,90459,6028.0,5227.0,26.0,0.0,706.0,2.38,7.671,0.0,0.0
2755,90460,7000.0,5867.0,29.0,0.0,688.0,2.41,7.393,0.0111,0.2115
2756,90461,8107.0,6902.0,42.0,12.0,529.0,2.46,7.899,4.1456,34.757
2757,90462,8901.0,7726.0,48.0,63.0,278.0,2.66,9.643,24.8173,113.063
2758,90463,9189.0,8093.0,52.0,127.0,156.0,3.03,11.213,59.5332,190.6354
2759,90464,9326.0,8198.0,49.0,188.0,160.0,3.56,12.385,87.657,257.4999
2760,90465,9577.0,8343.0,48.0,237.0,184.0,3.89,12.945,101.619,312.7372
2761,90466,9707.0,8463.0,45.0,263.0,230.0,4.04,12.969,91.7207,348.1603
2762,90467,9477.0,8552.0,40.0,251.0,214.0,4.08,12.653,70.0168,357.2178
2763,90468,9452.0,8354.0,38.0,242.0,285.0,4.96,11.964,45.2775,335.0538
2764,90469,9372.0,8578.0,35.0,237.0,535.0,6.47,10.58,22.795,273.739
2765,90470,9427.0,8135.0,34.0,226.0,1656.0,7.72,9.035,16.6048,233.3092
2766,90471,9363.0,8022.0,33.0,189.0,2039.0,8.05,7.921,13.1512,192.4216
2767,90472,9240.0,7901.0,36.0,141.0,2019.0,7.75,7.177,8.0404,135.9742
2768,90473,9036.0,7700.0,38.0,85.0,2012.0,7.26,6.383,3.4403,75.0959
2769,90474,8721.0,7423.0,41.0,29.0,2005.0,6.64,5.57,0.8412,23.7841
2770,90475,8447.0,7355.0,44.0,5.0,1970.0,6.26,4.824,0.0153,0.4411
2771,90476,7767.0,7020.0,41.0,0.0,1972.0,6.02,4.466,0.0,0.0
2772,90477,7500.0,6585.0,39.0,0.0,1949.0,5.71,4.192,0.0,0.0
2773,90478,6876.0,5969.0,31.0,0.0,1922.0,5.44,3.952,0.0,0.0
2774,90479,6553.0,5754.0,28.0,0.0,1968.0,5.07,3.655,0.0,0.0
2775,90480,6264.0,5450.0,28.0,0.0,1916.0,4.72,3.321,0.0,0.0
2776,90481,6151.0,5325.0,26.0,0.0,1835.0,4.39,2.877,0.0,0.0
2777,90482,6072.0,5204.0,25.0,0.0,1766.0,4.13,2.396,0.0,0.0
2778,90483,6411.0,5347.0,26.0,0.0,1693.0,3.88,1.944,0.0,0.0
2779,90484,7275.0,6094.0,28.0,0.0,1591.0,3.79,1.509,0.0461,0.3332
2780,90485,8297.0,7244.0,38.0,17.0,1361.0,3.6,1.744,22.1372,35.5245
2781,90486,9057.0,8161.0,47.0,83.0,1146.0,3.54,3.75,148.1438,67.3682
2782,90487,9125.0,8293.0,44.0,182.0,1003.0,3.95,6.199,336.3372,68.8989
2783,90488,9113.0,8011.0,36.0,291.0,961.0,4.15,8.254,512.1283,69.8628
2784,90489,9280.0,8012.0,32.0,378.0,1053.0,3.85,9.913,661.0044,70.851
2785,90490,9336.0,8092.0,31.0,437.0,977.0,3.54,11.27,766.6355,72.3339
2786,90491,8958.0,7751.0,29.0,479.0,826.0,3.29,12.358,818.3697,74.5163
2787,90492,8827.0,7668.0,27.0,487.0,560.0,3.1,13.174,813.2213,76.9121
2788,90493,8731.0,7639.0,26.0,464.0,442.0,3.02,13.643,750.4757,79.944
2789,90494,8526.0,7526.0,27.0,412.0,343.0,3.0,13.7,631.7323,85.1258
2790,90495,8470.0,7483.0,29.0,332.0,229.0,3.0,13.307,459.6004,95.5822
2791,90496,8463.0,7367.0,33.0,236.0,194.0,2.97,12.545,267.588,105.0135
2792,90497,8447.0,7362.0,39.0,136.0,163.0,2.66,11.314,92.7756,97.5563
2793,90498,8283.0,7288.0,44.0,48.0,154.0,2.09,8.814,9.4205,39.4376
2794,90499,8320.0,7418.0,44.0,9.0,220.0,2.22,6.633,0.0336,0.5086
2795,90500,7744.0,7153.0,42.0,0.0,203.0,2.21,5.89,0.0,0.0
2796,90501,7355.0,6908.0,36.0,0.0,183.0,2.19,5.304,0.0,0.0
2797,90502,6777.0,6340.0,28.0,0.0,151.0,2.18,4.869,0.0,0.0
2798,90503,6392.0,6013.0,26.0,0.0,151.0,2.17,4.522,0.0,0.0
2799,90504,6162.0,5847.0,25.0,0.0,147.0,2.15,4.141,0.0,0.0
2800,90505,6028.0,5729.0,25.0,0.0,144.0,2.09,3.818,0.0,0.0
2801,90506,5996.0,5594.0,24.0,0.0,241.0,2.04,3.477,0.0,0.0
2802,90507,6326.0,5689.0,24.0,0.0,361.0,2.04,3.17,0.0,0.0
2803,90508,7252.0,6396.0,27.0,0.0,386.0,2.05,2.905,0.0347,0.4724
2804,90509,8350.0,7485.0,35.0,15.0,407.0,2.05,3.634,4.4233,36.6043
2805,90510,9045.0,8004.0,46.0,67.0,384.0,2.45,5.307,21.6147,111.4393
